============================================================
Biblioteca : basepropr_dlib
Inicio     : 2026-06-28 17:13:22
============================================================
[2026-06-28 17:13:22] INFO: Dataset=BasePropr | Pares=4092
[2026-06-28 17:13:33] PAIR: img1=alessandra_baixa_45_1m.jpeg, img2=alessandra_baixa_45_30cm.jpeg, score=nan, label=1, decision=SKIPPED
[2026-06-28 17:47:35] PAIR: img1=alessandra_extra_06.jpeg, img2=alessandra_moderada_45_1m.jpeg, score=0.3872, label=1, decision=MATCH
[2026-06-28 17:47:47] PAIR: img1=alessandra_extra_06.jpeg, img2=alessandra_moderada_45_30cm.jpeg, score=0.4248, label=1, decision=MATCH
[2026-06-28 17:47:59] PAIR: img1=alessandra_extra_06.jpeg, img2=alessandra_moderada_frontal_1m.jpeg, score=0.2436, label=1, decision=MATCH
[2026-06-28 17:48:11] PAIR: img1=alessandra_extra_06.jpeg, img2=alessandra_moderada_frontal_30cm.jpeg, score=0.2349, label=1, decision=MATCH
[2026-06-28 17:48:23] PAIR: img1=alessandra_extra_07.jpeg, img2=alessandra_extra_08.jpeg, score=0.2693, label=1, decision=MATCH
[2026-06-28 17:48:35] PAIR: img1=alessandra_extra_07.jpeg, img2=alessandra_moderada_45_1m.jpeg, score=0.3760, label=1, decision=MATCH
[2026-06-28 17:48:47] PAIR: img1=alessandra_extra_07.jpeg, img2=alessandra_moderada_45_30cm.jpeg, score=0.4057, label=1, decision=MATCH
[2026-06-28 17:48:58] PAIR: img1=alessandra_extra_07.jpeg, img2=alessandra_moderada_frontal_1m.jpeg, score=0.2032, label=1, decision=MATCH
[2026-06-28 17:49:10] PAIR: img1=alessandra_extra_07.jpeg, img2=alessandra_moderada_frontal_30cm.jpeg, score=0.2089, label=1, decision=MATCH
[2026-06-28 17:49:22] PAIR: img1=alessandra_extra_08.jpeg, img2=alessandra_moderada_45_1m.jpeg, score=0.4143, label=1, decision=MATCH
[2026-06-28 17:49:34] PAIR: img1=alessandra_extra_08.jpeg, img2=alessandra_moderada_45_30cm.jpeg, score=0.4252, label=1, decision=MATCH
[2026-06-28 17:49:46] PAIR: img1=alessandra_extra_08.jpeg, img2=alessandra_moderada_frontal_1m.jpeg, score=0.2627, label=1, decision=MATCH
[2026-06-28 17:49:58] PAIR: img1=alessandra_extra_08.jpeg, img2=alessandra_moderada_frontal_30cm.jpeg, score=0.2503, label=1, decision=MATCH
[2026-06-28 17:50:09] PAIR: img1=alessandra_moderada_45_1m.jpeg, img2=alessandra_moderada_45_30cm.jpeg, score=0.1844, label=1, decision=MATCH
[2026-06-28 17:50:21] PAIR: img1=alessandra_moderada_45_1m.jpeg, img2=alessandra_moderada_frontal_1m.jpeg, score=0.3765, label=1, decision=MATCH
[2026-06-28 17:50:33] PAIR: img1=alessandra_moderada_45_1m.jpeg, img2=alessandra_moderada_frontal_30cm.jpeg, score=0.4115, label=1, decision=MATCH
[2026-06-28 17:50:45] PAIR: img1=alessandra_moderada_45_30cm.jpeg, img2=alessandra_moderada_frontal_1m.jpeg, score=0.4233, label=1, decision=MATCH
[2026-06-28 17:50:57] PAIR: img1=alessandra_moderada_45_30cm.jpeg, img2=alessandra_moderada_frontal_30cm.jpeg, score=0.4362, label=1, decision=MATCH
[2026-06-28 17:51:08] PAIR: img1=alessandra_moderada_frontal_1m.jpeg, img2=alessandra_moderada_frontal_30cm.jpeg, score=0.1784, label=1, decision=MATCH
[2026-06-28 17:51:14] PAIR: img1=abraao_baixa_45_dir.jpg, img2=abraao_baixa_45_esq.jpg, score=0.4354, label=1, decision=MATCH
[2026-06-28 17:51:20] PAIR: img1=abraao_baixa_45_dir.jpg, img2=abraao_baixa_frontal.jpg, score=0.4162, label=1, decision=MATCH
[2026-06-28 17:51:25] PAIR: img1=abraao_baixa_45_dir.jpg, img2=abraao_baixo_45_esq.jpg, score=0.4080, label=1, decision=MATCH
[2026-06-28 17:51:31] PAIR: img1=abraao_baixa_45_dir.jpg, img2=abraao_boa_45_.jpg, score=0.4295, label=1, decision=MATCH
[2026-06-28 17:51:36] PAIR: img1=abraao_baixa_45_dir.jpg, img2=abraao_boa_45_dir.jpg, score=0.4041, label=1, decision=MATCH
[2026-06-28 17:51:42] PAIR: img1=abraao_baixa_45_dir.jpg, img2=abraao_boa_frontal.jpg, score=0.3821, label=1, decision=MATCH
[2026-06-28 17:51:47] PAIR: img1=abraao_baixa_45_dir.jpg, img2=abraao_extra_01.jpg, score=0.3780, label=1, decision=MATCH
[2026-06-28 17:51:53] PAIR: img1=abraao_baixa_45_dir.jpg, img2=abraao_extra_02.jpg, score=0.4266, label=1, decision=MATCH
[2026-06-28 17:51:58] PAIR: img1=abraao_baixa_45_dir.jpg, img2=abraao_extra_03.jpg, score=0.3846, label=1, decision=MATCH
[2026-06-28 17:52:04] PAIR: img1=abraao_baixa_45_dir.jpg, img2=abraao_extra_04.jpg, score=0.4245, label=1, decision=MATCH
[2026-06-28 17:52:09] PAIR: img1=abraao_baixa_45_dir.jpg, img2=abraao_extra_05.jpg, score=0.3825, label=1, decision=MATCH
[2026-06-28 17:52:15] PAIR: img1=abraao_baixa_45_dir.jpg, img2=abraao_extra_06.jpg, score=0.3462, label=1, decision=MATCH
[2026-06-28 17:52:20] PAIR: img1=abraao_baixa_45_dir.jpg, img2=abraao_extra_07.jpg, score=0.4129, label=1, decision=MATCH
[2026-06-28 17:52:26] PAIR: img1=abraao_baixa_45_dir.jpg, img2=abraao_extra_08.jpg, score=0.3950, label=1, decision=MATCH
[2026-06-28 17:52:32] PAIR: img1=abraao_baixa_45_dir.jpg, img2=abraao_extra_09.jpg, score=0.3439, label=1, decision=MATCH
[2026-06-28 17:52:37] PAIR: img1=abraao_baixa_45_dir.jpg, img2=abraao_extra_10.jpg, score=0.4315, label=1, decision=MATCH
[2026-06-28 17:52:43] PAIR: img1=abraao_baixa_45_esq.jpg, img2=abraao_baixa_frontal.jpg, score=0.2435, label=1, decision=MATCH
[2026-06-28 17:52:48] PAIR: img1=abraao_baixa_45_esq.jpg, img2=abraao_baixo_45_esq.jpg, score=0.3146, label=1, decision=MATCH
[2026-06-28 17:52:54] PAIR: img1=abraao_baixa_45_esq.jpg, img2=abraao_boa_45_.jpg, score=0.3894, label=1, decision=MATCH
[2026-06-28 17:52:59] PAIR: img1=abraao_baixa_45_esq.jpg, img2=abraao_boa_45_dir.jpg, score=0.3651, label=1, decision=MATCH
[2026-06-28 17:53:05] PAIR: img1=abraao_baixa_45_esq.jpg, img2=abraao_boa_frontal.jpg, score=0.3131, label=1, decision=MATCH
[2026-06-28 17:53:10] PAIR: img1=abraao_baixa_45_esq.jpg, img2=abraao_extra_01.jpg, score=0.3324, label=1, decision=MATCH
[2026-06-28 17:53:16] PAIR: img1=abraao_baixa_45_esq.jpg, img2=abraao_extra_02.jpg, score=0.3327, label=1, decision=MATCH
[2026-06-28 17:53:21] PAIR: img1=abraao_baixa_45_esq.jpg, img2=abraao_extra_03.jpg, score=0.2908, label=1, decision=MATCH
[2026-06-28 17:53:27] PAIR: img1=abraao_baixa_45_esq.jpg, img2=abraao_extra_04.jpg, score=0.3053, label=1, decision=MATCH
[2026-06-28 17:53:32] PAIR: img1=abraao_baixa_45_esq.jpg, img2=abraao_extra_05.jpg, score=0.3421, label=1, decision=MATCH
[2026-06-28 17:53:38] PAIR: img1=abraao_baixa_45_esq.jpg, img2=abraao_extra_06.jpg, score=0.3196, label=1, decision=MATCH
[2026-06-28 17:53:43] PAIR: img1=abraao_baixa_45_esq.jpg, img2=abraao_extra_07.jpg, score=0.3356, label=1, decision=MATCH
[2026-06-28 17:53:49] PAIR: img1=abraao_baixa_45_esq.jpg, img2=abraao_extra_08.jpg, score=0.3141, label=1, decision=MATCH
[2026-06-28 17:53:54] PAIR: img1=abraao_baixa_45_esq.jpg, img2=abraao_extra_09.jpg, score=0.3537, label=1, decision=MATCH
[2026-06-28 17:54:00] PAIR: img1=abraao_baixa_45_esq.jpg, img2=abraao_extra_10.jpg, score=0.3829, label=1, decision=MATCH
[2026-06-28 17:54:05] PAIR: img1=abraao_baixa_frontal.jpg, img2=abraao_baixo_45_esq.jpg, score=0.2891, label=1, decision=MATCH
[2026-06-28 17:54:11] PAIR: img1=abraao_baixa_frontal.jpg, img2=abraao_boa_45_.jpg, score=0.3655, label=1, decision=MATCH
[2026-06-28 17:54:17] PAIR: img1=abraao_baixa_frontal.jpg, img2=abraao_boa_45_dir.jpg, score=0.3442, label=1, decision=MATCH
[2026-06-28 17:54:22] PAIR: img1=abraao_baixa_frontal.jpg, img2=abraao_boa_frontal.jpg, score=0.2856, label=1, decision=MATCH
[2026-06-28 17:54:28] PAIR: img1=abraao_baixa_frontal.jpg, img2=abraao_extra_01.jpg, score=0.3077, label=1, decision=MATCH
[2026-06-28 17:54:33] PAIR: img1=abraao_baixa_frontal.jpg, img2=abraao_extra_02.jpg, score=0.2899, label=1, decision=MATCH
[2026-06-28 17:54:39] PAIR: img1=abraao_baixa_frontal.jpg, img2=abraao_extra_03.jpg, score=0.1626, label=1, decision=MATCH
[2026-06-28 17:54:45] PAIR: img1=abraao_baixa_frontal.jpg, img2=abraao_extra_04.jpg, score=0.1997, label=1, decision=MATCH
[2026-06-28 17:54:50] PAIR: img1=abraao_baixa_frontal.jpg, img2=abraao_extra_05.jpg, score=0.3015, label=1, decision=MATCH
[2026-06-28 17:54:56] PAIR: img1=abraao_baixa_frontal.jpg, img2=abraao_extra_06.jpg, score=0.2951, label=1, decision=MATCH
[2026-06-28 17:55:01] PAIR: img1=abraao_baixa_frontal.jpg, img2=abraao_extra_07.jpg, score=0.2569, label=1, decision=MATCH
[2026-06-28 17:55:07] PAIR: img1=abraao_baixa_frontal.jpg, img2=abraao_extra_08.jpg, score=0.2520, label=1, decision=MATCH
[2026-06-28 17:55:12] PAIR: img1=abraao_baixa_frontal.jpg, img2=abraao_extra_09.jpg, score=0.3307, label=1, decision=MATCH
[2026-06-28 17:55:18] PAIR: img1=abraao_baixa_frontal.jpg, img2=abraao_extra_10.jpg, score=0.3346, label=1, decision=MATCH
[2026-06-28 17:55:23] PAIR: img1=abraao_baixo_45_esq.jpg, img2=abraao_boa_45_.jpg, score=0.3413, label=1, decision=MATCH
[2026-06-28 17:55:29] PAIR: img1=abraao_baixo_45_esq.jpg, img2=abraao_boa_45_dir.jpg, score=0.3299, label=1, decision=MATCH
[2026-06-28 17:55:35] PAIR: img1=abraao_baixo_45_esq.jpg, img2=abraao_boa_frontal.jpg, score=0.3036, label=1, decision=MATCH
[2026-06-28 17:55:40] PAIR: img1=abraao_baixo_45_esq.jpg, img2=abraao_extra_01.jpg, score=0.3245, label=1, decision=MATCH
[2026-06-28 17:55:46] PAIR: img1=abraao_baixo_45_esq.jpg, img2=abraao_extra_02.jpg, score=0.3338, label=1, decision=MATCH
[2026-06-28 17:55:51] PAIR: img1=abraao_baixo_45_esq.jpg, img2=abraao_extra_03.jpg, score=0.3040, label=1, decision=MATCH
[2026-06-28 17:55:57] PAIR: img1=abraao_baixo_45_esq.jpg, img2=abraao_extra_04.jpg, score=0.3350, label=1, decision=MATCH
[2026-06-28 17:56:02] PAIR: img1=abraao_baixo_45_esq.jpg, img2=abraao_extra_05.jpg, score=0.3103, label=1, decision=MATCH
[2026-06-28 17:56:08] PAIR: img1=abraao_baixo_45_esq.jpg, img2=abraao_extra_06.jpg, score=0.2888, label=1, decision=MATCH
[2026-06-28 17:56:14] PAIR: img1=abraao_baixo_45_esq.jpg, img2=abraao_extra_07.jpg, score=0.3303, label=1, decision=MATCH
[2026-06-28 17:56:19] PAIR: img1=abraao_baixo_45_esq.jpg, img2=abraao_extra_08.jpg, score=0.3364, label=1, decision=MATCH
[2026-06-28 17:56:25] PAIR: img1=abraao_baixo_45_esq.jpg, img2=abraao_extra_09.jpg, score=0.3396, label=1, decision=MATCH
[2026-06-28 17:56:30] PAIR: img1=abraao_baixo_45_esq.jpg, img2=abraao_extra_10.jpg, score=0.3498, label=1, decision=MATCH
[2026-06-28 17:56:36] PAIR: img1=abraao_boa_45_.jpg, img2=abraao_boa_45_dir.jpg, score=0.3432, label=1, decision=MATCH
[2026-06-28 17:56:41] PAIR: img1=abraao_boa_45_.jpg, img2=abraao_boa_frontal.jpg, score=0.3090, label=1, decision=MATCH
[2026-06-28 17:56:47] PAIR: img1=abraao_boa_45_.jpg, img2=abraao_extra_01.jpg, score=0.3818, label=1, decision=MATCH
[2026-06-28 17:56:52] PAIR: img1=abraao_boa_45_.jpg, img2=abraao_extra_02.jpg, score=0.4125, label=1, decision=MATCH
[2026-06-28 17:56:58] PAIR: img1=abraao_boa_45_.jpg, img2=abraao_extra_03.jpg, score=0.3509, label=1, decision=MATCH
[2026-06-28 17:57:03] PAIR: img1=abraao_boa_45_.jpg, img2=abraao_extra_04.jpg, score=0.3455, label=1, decision=MATCH
[2026-06-28 17:57:09] PAIR: img1=abraao_boa_45_.jpg, img2=abraao_extra_05.jpg, score=0.3748, label=1, decision=MATCH
[2026-06-28 17:57:14] PAIR: img1=abraao_boa_45_.jpg, img2=abraao_extra_06.jpg, score=0.3076, label=1, decision=MATCH
[2026-06-28 17:57:20] PAIR: img1=abraao_boa_45_.jpg, img2=abraao_extra_07.jpg, score=0.3750, label=1, decision=MATCH
[2026-06-28 17:57:25] PAIR: img1=abraao_boa_45_.jpg, img2=abraao_extra_08.jpg, score=0.3570, label=1, decision=MATCH
[2026-06-28 17:57:31] PAIR: img1=abraao_boa_45_.jpg, img2=abraao_extra_09.jpg, score=0.3055, label=1, decision=MATCH
[2026-06-28 17:57:36] PAIR: img1=abraao_boa_45_.jpg, img2=abraao_extra_10.jpg, score=0.3966, label=1, decision=MATCH
[2026-06-28 17:57:42] PAIR: img1=abraao_boa_45_dir.jpg, img2=abraao_boa_frontal.jpg, score=0.1977, label=1, decision=MATCH
[2026-06-28 17:57:48] PAIR: img1=abraao_boa_45_dir.jpg, img2=abraao_extra_01.jpg, score=0.3809, label=1, decision=MATCH
[2026-06-28 17:57:53] PAIR: img1=abraao_boa_45_dir.jpg, img2=abraao_extra_02.jpg, score=0.3836, label=1, decision=MATCH
[2026-06-28 17:57:59] PAIR: img1=abraao_boa_45_dir.jpg, img2=abraao_extra_03.jpg, score=0.3679, label=1, decision=MATCH
[2026-06-28 17:58:04] PAIR: img1=abraao_boa_45_dir.jpg, img2=abraao_extra_04.jpg, score=0.3521, label=1, decision=MATCH
[2026-06-28 17:58:10] PAIR: img1=abraao_boa_45_dir.jpg, img2=abraao_extra_05.jpg, score=0.3229, label=1, decision=MATCH
[2026-06-28 17:58:15] PAIR: img1=abraao_boa_45_dir.jpg, img2=abraao_extra_06.jpg, score=0.2151, label=1, decision=MATCH
[2026-06-28 17:58:21] PAIR: img1=abraao_boa_45_dir.jpg, img2=abraao_extra_07.jpg, score=0.2937, label=1, decision=MATCH
[2026-06-28 17:58:26] PAIR: img1=abraao_boa_45_dir.jpg, img2=abraao_extra_08.jpg, score=0.2936, label=1, decision=MATCH
[2026-06-28 17:58:32] PAIR: img1=abraao_boa_45_dir.jpg, img2=abraao_extra_09.jpg, score=0.3393, label=1, decision=MATCH
[2026-06-28 17:58:37] PAIR: img1=abraao_boa_45_dir.jpg, img2=abraao_extra_10.jpg, score=0.2859, label=1, decision=MATCH
[2026-06-28 17:58:43] PAIR: img1=abraao_boa_frontal.jpg, img2=abraao_extra_01.jpg, score=0.3355, label=1, decision=MATCH
[2026-06-28 17:58:48] PAIR: img1=abraao_boa_frontal.jpg, img2=abraao_extra_02.jpg, score=0.3274, label=1, decision=MATCH
[2026-06-28 17:58:54] PAIR: img1=abraao_boa_frontal.jpg, img2=abraao_extra_03.jpg, score=0.3213, label=1, decision=MATCH
[2026-06-28 17:58:59] PAIR: img1=abraao_boa_frontal.jpg, img2=abraao_extra_04.jpg, score=0.3027, label=1, decision=MATCH
[2026-06-28 17:59:05] PAIR: img1=abraao_boa_frontal.jpg, img2=abraao_extra_05.jpg, score=0.2995, label=1, decision=MATCH
[2026-06-28 17:59:10] PAIR: img1=abraao_boa_frontal.jpg, img2=abraao_extra_06.jpg, score=0.1368, label=1, decision=MATCH
[2026-06-28 17:59:16] PAIR: img1=abraao_boa_frontal.jpg, img2=abraao_extra_07.jpg, score=0.2554, label=1, decision=MATCH
[2026-06-28 17:59:22] PAIR: img1=abraao_boa_frontal.jpg, img2=abraao_extra_08.jpg, score=0.2460, label=1, decision=MATCH
[2026-06-28 17:59:27] PAIR: img1=abraao_boa_frontal.jpg, img2=abraao_extra_09.jpg, score=0.2709, label=1, decision=MATCH
[2026-06-28 17:59:33] PAIR: img1=abraao_boa_frontal.jpg, img2=abraao_extra_10.jpg, score=0.2393, label=1, decision=MATCH
[2026-06-28 17:59:38] PAIR: img1=abraao_extra_01.jpg, img2=abraao_extra_02.jpg, score=0.2828, label=1, decision=MATCH
[2026-06-28 17:59:44] PAIR: img1=abraao_extra_01.jpg, img2=abraao_extra_03.jpg, score=0.2897, label=1, decision=MATCH
[2026-06-28 17:59:49] PAIR: img1=abraao_extra_01.jpg, img2=abraao_extra_04.jpg, score=0.3117, label=1, decision=MATCH
[2026-06-28 17:59:55] PAIR: img1=abraao_extra_01.jpg, img2=abraao_extra_05.jpg, score=0.3306, label=1, decision=MATCH
[2026-06-28 18:00:00] PAIR: img1=abraao_extra_01.jpg, img2=abraao_extra_06.jpg, score=0.3385, label=1, decision=MATCH
[2026-06-28 18:00:06] PAIR: img1=abraao_extra_01.jpg, img2=abraao_extra_07.jpg, score=0.3715, label=1, decision=MATCH
[2026-06-28 18:00:11] PAIR: img1=abraao_extra_01.jpg, img2=abraao_extra_08.jpg, score=0.3753, label=1, decision=MATCH
[2026-06-28 18:00:17] PAIR: img1=abraao_extra_01.jpg, img2=abraao_extra_09.jpg, score=0.3800, label=1, decision=MATCH
[2026-06-28 18:00:23] PAIR: img1=abraao_extra_01.jpg, img2=abraao_extra_10.jpg, score=0.3817, label=1, decision=MATCH
[2026-06-28 18:00:28] PAIR: img1=abraao_extra_02.jpg, img2=abraao_extra_03.jpg, score=0.2977, label=1, decision=MATCH
[2026-06-28 18:00:34] PAIR: img1=abraao_extra_02.jpg, img2=abraao_extra_04.jpg, score=0.3283, label=1, decision=MATCH
[2026-06-28 18:00:39] PAIR: img1=abraao_extra_02.jpg, img2=abraao_extra_05.jpg, score=0.3319, label=1, decision=MATCH
[2026-06-28 18:00:45] PAIR: img1=abraao_extra_02.jpg, img2=abraao_extra_06.jpg, score=0.3290, label=1, decision=MATCH
[2026-06-28 18:00:50] PAIR: img1=abraao_extra_02.jpg, img2=abraao_extra_07.jpg, score=0.3698, label=1, decision=MATCH
[2026-06-28 18:00:56] PAIR: img1=abraao_extra_02.jpg, img2=abraao_extra_08.jpg, score=0.3779, label=1, decision=MATCH
[2026-06-28 18:01:01] PAIR: img1=abraao_extra_02.jpg, img2=abraao_extra_09.jpg, score=0.3989, label=1, decision=MATCH
[2026-06-28 18:01:07] PAIR: img1=abraao_extra_02.jpg, img2=abraao_extra_10.jpg, score=0.4150, label=1, decision=MATCH
[2026-06-28 18:01:12] PAIR: img1=abraao_extra_03.jpg, img2=abraao_extra_04.jpg, score=0.2126, label=1, decision=MATCH
[2026-06-28 18:01:18] PAIR: img1=abraao_extra_03.jpg, img2=abraao_extra_05.jpg, score=0.3226, label=1, decision=MATCH
[2026-06-28 18:01:24] PAIR: img1=abraao_extra_03.jpg, img2=abraao_extra_06.jpg, score=0.3071, label=1, decision=MATCH
[2026-06-28 18:01:29] PAIR: img1=abraao_extra_03.jpg, img2=abraao_extra_07.jpg, score=0.3212, label=1, decision=MATCH
[2026-06-28 18:01:35] PAIR: img1=abraao_extra_03.jpg, img2=abraao_extra_08.jpg, score=0.3074, label=1, decision=MATCH
[2026-06-28 18:01:41] PAIR: img1=abraao_extra_03.jpg, img2=abraao_extra_09.jpg, score=0.3461, label=1, decision=MATCH
[2026-06-28 18:01:46] PAIR: img1=abraao_extra_03.jpg, img2=abraao_extra_10.jpg, score=0.3908, label=1, decision=MATCH
[2026-06-28 18:01:52] PAIR: img1=abraao_extra_04.jpg, img2=abraao_extra_05.jpg, score=0.3175, label=1, decision=MATCH
[2026-06-28 18:01:57] PAIR: img1=abraao_extra_04.jpg, img2=abraao_extra_06.jpg, score=0.3150, label=1, decision=MATCH
[2026-06-28 18:02:03] PAIR: img1=abraao_extra_04.jpg, img2=abraao_extra_07.jpg, score=0.2777, label=1, decision=MATCH
[2026-06-28 18:02:08] PAIR: img1=abraao_extra_04.jpg, img2=abraao_extra_08.jpg, score=0.2659, label=1, decision=MATCH
[2026-06-28 18:02:14] PAIR: img1=abraao_extra_04.jpg, img2=abraao_extra_09.jpg, score=0.3446, label=1, decision=MATCH
[2026-06-28 18:02:19] PAIR: img1=abraao_extra_04.jpg, img2=abraao_extra_10.jpg, score=0.3441, label=1, decision=MATCH
[2026-06-28 18:02:25] PAIR: img1=abraao_extra_05.jpg, img2=abraao_extra_06.jpg, score=0.2852, label=1, decision=MATCH
[2026-06-28 18:02:30] PAIR: img1=abraao_extra_05.jpg, img2=abraao_extra_07.jpg, score=0.2983, label=1, decision=MATCH
[2026-06-28 18:02:36] PAIR: img1=abraao_extra_05.jpg, img2=abraao_extra_08.jpg, score=0.3026, label=1, decision=MATCH
[2026-06-28 18:02:42] PAIR: img1=abraao_extra_05.jpg, img2=abraao_extra_09.jpg, score=0.3566, label=1, decision=MATCH
[2026-06-28 18:02:47] PAIR: img1=abraao_extra_05.jpg, img2=abraao_extra_10.jpg, score=0.3753, label=1, decision=MATCH
[2026-06-28 18:02:53] PAIR: img1=abraao_extra_06.jpg, img2=abraao_extra_07.jpg, score=0.2744, label=1, decision=MATCH
[2026-06-28 18:02:58] PAIR: img1=abraao_extra_06.jpg, img2=abraao_extra_08.jpg, score=0.2481, label=1, decision=MATCH
[2026-06-28 18:03:04] PAIR: img1=abraao_extra_06.jpg, img2=abraao_extra_09.jpg, score=0.2723, label=1, decision=MATCH
[2026-06-28 18:03:10] PAIR: img1=abraao_extra_06.jpg, img2=abraao_extra_10.jpg, score=0.2789, label=1, decision=MATCH
[2026-06-28 18:03:15] PAIR: img1=abraao_extra_07.jpg, img2=abraao_extra_08.jpg, score=0.1404, label=1, decision=MATCH
[2026-06-28 18:03:21] PAIR: img1=abraao_extra_07.jpg, img2=abraao_extra_09.jpg, score=0.2957, label=1, decision=MATCH
[2026-06-28 18:03:26] PAIR: img1=abraao_extra_07.jpg, img2=abraao_extra_10.jpg, score=0.2251, label=1, decision=MATCH
[2026-06-28 18:03:32] PAIR: img1=abraao_extra_08.jpg, img2=abraao_extra_09.jpg, score=0.2435, label=1, decision=MATCH
[2026-06-28 18:03:38] PAIR: img1=abraao_extra_08.jpg, img2=abraao_extra_10.jpg, score=0.2410, label=1, decision=MATCH
[2026-06-28 18:03:43] PAIR: img1=abraao_extra_09.jpg, img2=abraao_extra_10.jpg, score=0.3180, label=1, decision=MATCH
[2026-06-28 18:03:49] PAIR: img1=20260602_192040.jpg, img2=angela_baixa_45_esq.jpg, score=0.3702, label=1, decision=MATCH
[2026-06-28 18:03:54] PAIR: img1=20260602_192040.jpg, img2=angela_baixa_frontal.jpg, score=0.3565, label=1, decision=MATCH
[2026-06-28 18:04:00] PAIR: img1=20260602_192040.jpg, img2=angela_boa_45_dir.jpg, score=0.4356, label=1, decision=MATCH
[2026-06-28 18:04:05] PAIR: img1=20260602_192040.jpg, img2=angela_boa_45_esq.jpg, score=0.4112, label=1, decision=MATCH
[2026-06-28 18:04:11] PAIR: img1=20260602_192040.jpg, img2=angela_boa_frontal.jpg, score=0.3663, label=1, decision=MATCH
[2026-06-28 18:04:16] PAIR: img1=20260602_192040.jpg, img2=angela_extra_01.jpg, score=0.3862, label=1, decision=MATCH
[2026-06-28 18:04:22] PAIR: img1=20260602_192040.jpg, img2=angela_extra_02.jpg, score=0.4310, label=1, decision=MATCH
[2026-06-28 18:04:28] PAIR: img1=20260602_192040.jpg, img2=angela_extra_03.jpg, score=0.4251, label=1, decision=MATCH
[2026-06-28 18:04:33] PAIR: img1=20260602_192040.jpg, img2=angela_extra_04.jpg, score=0.4159, label=1, decision=MATCH
[2026-06-28 18:04:39] PAIR: img1=20260602_192040.jpg, img2=angela_extra_05.jpg, score=0.4403, label=1, decision=MATCH
[2026-06-28 18:04:44] PAIR: img1=20260602_192040.jpg, img2=angela_extra_06.jpg, score=0.3785, label=1, decision=MATCH
[2026-06-28 18:04:50] PAIR: img1=20260602_192040.jpg, img2=angela_extra_07.jpg, score=0.4104, label=1, decision=MATCH
[2026-06-28 18:04:55] PAIR: img1=20260602_192040.jpg, img2=angela_extra_08.jpg, score=0.3696, label=1, decision=MATCH
[2026-06-28 18:05:01] PAIR: img1=20260602_192040.jpg, img2=angela_extra_09.jpg, score=0.3738, label=1, decision=MATCH
[2026-06-28 18:05:06] PAIR: img1=20260602_192040.jpg, img2=angela_extra_10.jpg, score=0.4331, label=1, decision=MATCH
[2026-06-28 18:05:12] PAIR: img1=20260602_192040.jpg, img2=angela_extra_11.jpg, score=0.3820, label=1, decision=MATCH
[2026-06-28 18:05:18] PAIR: img1=20260602_192040.jpg, img2=angela_extra_12.jpg, score=0.3737, label=1, decision=MATCH
[2026-06-28 18:05:23] PAIR: img1=20260602_192040.jpg, img2=angela_extra_13.jpg, score=0.3468, label=1, decision=MATCH
[2026-06-28 18:05:29] PAIR: img1=angela_baixa_45_esq.jpg, img2=angela_baixa_frontal.jpg, score=0.2430, label=1, decision=MATCH
[2026-06-28 18:05:34] PAIR: img1=angela_baixa_45_esq.jpg, img2=angela_boa_45_dir.jpg, score=0.3915, label=1, decision=MATCH
[2026-06-28 18:05:40] PAIR: img1=angela_baixa_45_esq.jpg, img2=angela_boa_45_esq.jpg, score=0.3404, label=1, decision=MATCH
[2026-06-28 18:05:45] PAIR: img1=angela_baixa_45_esq.jpg, img2=angela_boa_frontal.jpg, score=0.3585, label=1, decision=MATCH
[2026-06-28 18:05:51] PAIR: img1=angela_baixa_45_esq.jpg, img2=angela_extra_01.jpg, score=0.3002, label=1, decision=MATCH
